Technical;E&ECE;;Technical;E&ECE;;Technical;E&ECE;
Technical;Mechanical Engineering: CAD-CAM Robotics,Artificial Intelligence;239;Technical;Mechanical Engineering: Machine Design and Dynamics;242;Technical;Mechanical Engineering: Any;234
Technical;Metallurgical Engineering and Material Science: Any;247;Technical;Metallurgical Engineering and Material Science: Any;247;Technical;Metallurgical Engineering and Material Science: Any;247
Technical;Metallurgical Engineering and Material Science: Nano Materials;253;Non-Technical;Finance;14;Non-Technical;Finance;14
Technical;Mechanical Engineering: Any;234;Technical;Mechanical Engineering: Solid Mechanics & Stress Analysis;243;Technical;Mechanical Engineering: Any;234
Technical;Computer Science and Engineering: Any;105;Technical;Computer Science and Engineering: Any;105;Technical;Electronics & Electrical Communication Engineering: Any;140
Technical;Aerospace Engineering: Aerodynamics;38;Technical;Aerospace Engineering: Integrated Modeling and Simulation;43;Technical;Aerospace Engineering: Structures;41
Technical;Agricultural & Food Engineering: Any;44;Technical;Agricultural & Food Engineering: Any;44;Technical;No Specific area of interest: Any;36
Technical;electrical;;Technical;electrical;;Technical;electrical;
Technical;Electrical Engineering: Any;133;Technical;Electrical Engineering: Any;133;Non-Technical;Government Administrations;15
Technical;Mathematics: Any;213;Technical;Computer Science and Engineering: Machine Learning/Data Mining;113;Technical;Computer Science and Engineering: Embedded Systems;111
Technical;Agricultural and Food Engineering;;Technical;Agricultural and Food Engineering;;Technical;Agricultural and Food Engineering;
Technical;Biotechnology: Any;46;Technical;Computer Science and Engineering: Machine Learning/Data Mining;113;Technical;Biotechnology: Any;46
Technical;Electrical Engineering: Power Electronics & Power Systems;136;Technical;Electrical Engineering: Micro Electronics;137;Technical;Electrical Engineering: Communication and Signal Processing;134
Technical;Agricultural & Food Engineering: Any;44;Technical;Agricultural & Food Engineering: Any;44;Technical;No Specific area of interest: Any;36
Technical;Industrial Engineering Operations Research: Financial Engineering;;Technical;Industrial Engineering Operations Research: Supply Chain Analysis and Inventory ;;Technical;Industrial Engineering Operations Research: Optimization: Models, theory and alg;
Technical;Mechanical Engineering: Thermodynamics and Heat Transfer;235;Technical;Mathematics: Any;213;Technical;Mechanical Engineering: Machine Design and Dynamics;242
Technical;Civil Engineering: Any;87;Technical;Civil Engineering: Any;87;Technical;Civil Engineering: Any;87
Technical;No Specific area of interest: Any;36;Technical;No Specific area of interest: Any;36;Technical;Civil Engineering: Any;87
Technical;Electronics & Electrical Communication Engineering: Any;140;Technical;Electronics & Electrical Communication Engineering: Any;140;Technical;Electronics & Electrical Communication Engineering: Any;140
Technical;Chemical Engineering: Any;48;Non-Technical;Consulting;7;Technical;Chemical Engineering: Any;48
Technical;Computer Science and Engineering: Digital Image Processing;117;Technical;Mathematics: Statistics;223;Technical;Electrical Engineering: Communication and Signal Processing;134
Non-Technical;Consulting;;Technical;Industrial Engineering Operations Research: Financial Engineering;;Technical;Industrial Engineering Operations Research: Supply Chain Analysis and Inventory ;
Technical;Mathematics: Theoretical Computer Science;224;Technical;Computer Science and Engineering: Database;108;Non-Technical;Any;1
Technical;Electronics and Electrical Communication Engineering;;Technical;Electronics and Electrical Communication Engineering;;Technical;Electronics and Electrical Communication Engineering;
Technical;Metallurgical and Materials Engineering;;Technical;Metallurgical and Materials Engineering;;Technical;Metallurgical and Materials Engineering;
Technical;Electrical;;Technical;Electrical;;Technical;Electrical;
Technical;ARP;;Technical;ARP;;Technical;ARP;
Technical;ECE;;Technical;ECE;;Technical;ECE;
Technical;Metallurgical Engineering and Material Science: Powder Metallurgy/Powder Processing;;Technical;Metallurgical Engineering and Material Science: Failure and Fracture Mechanics;;Technical;Metallurgical Engineering and Material Science: Deformation Behaviour/Metal Form;
Non-Technical;Banking Finance;4;Non-Technical;Banking Finance;4;Non-Technical;Consulting;7
Technical;Electrical Engineering: Any;133;Technical;Electrical Engineering: Any;133;Technical;Electrical Engineering: Any;133
Technical;Ocean Engineering & Naval Architecture: Any;307;Technical;Ocean Engineering & Naval Architecture: Any;307;Technical;Mechanical Engineering: Thermodynamics and Heat Transfer;235
Technical;AGFE;;Technical;AGFE;;Technical;AGFE;
Technical;Industrial and Systems Engineering;;Technical;Industrial and Systems Engineering;;Technical;Industrial and Systems Engineering;
Non-Technical;Marketing and Advertising;26;Non-Technical;Consulting;7;Non-Technical;Any;1
Non-Technical;Enterpreneurship;10;Technical;Metallurgical Engineering and Material Science: Advanced Ceramics;249;Non-Technical;Enterpreneurship;10
Technical;Mechanical Engineering;;Technical;Mechanical Engineering;;Technical;Mechanical Engineering;
Technical;Mechanical Engineering: Manufacturing Processes and Systems;240;Technical;Mechanical Engineering: Any;234;Technical;Mechanical Engineering: Any;234
Technical;Chemistry;;Technical;Chemistry;;Technical;Chemistry;
Technical;No Specific area of interest: Any;36;Technical;Metallurgical Engineering and Material Science: Any;247;Technical;Metallurgical Engineering and Material Science: Any;247
Technical;Industrial Engineering Operations Research: Optimization: Models, theory and algorithms;;Technical;Industrial Engineering Operations Research: Supply Chain Analysis and Inventory ;;Non-Technical;Finance;
Technical;Mechanical Engineering: Any;234;Technical;Mechanical Engineering: Any;234;Technical;Mechanical Engineering: Any;234
Technical;Chemistry: Any;68;Technical;Chemistry: Any;68;Technical;No Specific area of interest: Any;36
Technical;Mathematics;;Technical;Mathematics;;Technical;Mathematics;
Technical;mechanical;;Technical;mechanical;;Technical;mechanical;
Non-Technical;Finance;14;Technical;Electronics & Electrical Communication Engineering: Any;140;Non-Technical;Any;1
Technical;Mining;;Technical;Mining;;Technical;Mining;
Non-Technical;Business Administration;5;Non-Technical;Consulting;7;Non-Technical;Marketing and Advertising;26
Technical;Civil Engineering: Structural Engineering and Safety;90;Technical;No Specific area of interest: Any;36;Non-Technical;Any;1
Technical;Electrical Engineering: Any;133;Non-Technical;Any;1;Technical;Electrical Engineering: Any;133
Technical;HSS;;Technical;HSS;;Technical;HSS;
Technical;Mechanical Engineering: Manufacturing Processes and Systems;240;Technical;Metallurgical Engineering and Material Science: Thin Films/Semiconductors;252;Technical;Metallurgical Engineering and Material Science: Surface Engineering/Corrosion;264
Technical;CSE;;Technical;CSE;;Technical;CSE;
Technical;Civil Engineering: Any;87;Technical;Civil Engineering: Any;87;Technical;Civil Engineering: Any;87
Technical;Civil Engineering: Any;87;Technical;Civil Engineering: Any;87;Technical;Civil Engineering: Structural Engineering and Safety;90
Non-Technical;Finance;14;Non-Technical;Finance;14;Non-Technical;Finance;14
Technical;Industrial & Systems Engineering;;Technical;Industrial & Systems Engineering;;Technical;Industrial & Systems Engineering;
Technical;agricultural and food engineering;;Technical;agricultural and food engineering;;Technical;agricultural and food engineering;
Technical;Aerospace Engineering;;Technical;Aerospace Engineering;;Technical;Aerospace Engineering;
Technical;Civil Engineering: Structural Engineering and Safety;90;Technical;Civil Engineering: Computational Mechanics;93;Technical;Civil Engineering: Any;87
Technical;Computer Science and Engineering: Any;105;Technical;Computer Science and Engineering: Machine Learning/Data Mining;113;Technical;Computer Science and Engineering: Any;105
Technical;Geological Sciences: Any;120;Technical;Geological Sciences: Any;120;Technical;Geological Sciences: Any;120
Technical;Electrical Engineering: Communication and Signal Processing;134;Technical;Computer Science and Engineering: Machine Learning/Data Mining;113;Technical;Computer Science and Engineering: Digital Image Processing;117
Technical;Physics: Any;265;Technical;Physics: Any;265;Technical;Physics: Any;265
Technical;Electrical Engineering: Communication and Signal Processing;134;Technical;Electronics & Electrical Communication Engineering: Any;140;Non-Technical;Sports;31
Technical;Geological Sciences: Structural Geology;122;Technical;Geological Sciences: Seismology and Geothermics;132;Technical;Geological Sciences: Ore Petrology;128
Technical;No Specific area of interest: Any;36;Technical;No Specific area of interest: Any;36;Technical;No Specific area of interest: Any;36
Non-Technical;Any;1;Non-Technical;Any;1;Technical;No Specific area of interest: Any;36
Technical;Biotechnology: Any;46;Non-Technical;Business Administration;5;Non-Technical;Human Relations;19
Non-Technical;Writing and Editing;34;Technical;No Specific area of interest: Any;36;Non-Technical;Any;1
Technical;Chemical Engineering: Any;48;Technical;Chemical Engineering: Any;48;Technical;No Specific area of interest: Any;36
Technical;Mathematics;;Technical;Mathematics;;Technical;Mathematics;
Technical;Mechanical engineering;;Technical;Mechanical engineering;;Technical;Mechanical engineering;
Non-Technical;Finance;14;Technical;Industrial Engineering Operations Research: Financial Engineering;209;Non-Technical;Banking Finance;4
Technical;Aerospace Engineering: Structures;41;Technical;Aerospace Engineering: Any;37;Technical;Aerospace Engineering: Any;37
Technical;OE & NA;;Technical;OE & NA;;Technical;OE & NA;
Technical;Computer Science and Engineering: Digital Image Processing;117;Non-Technical;Any;1;Technical;Agricultural & Food Engineering: Any;44
Technical;IM;;Technical;IM;;Technical;IM;
Technical;Ocean Engineering & Naval Architecture: Any;307;Technical;Ocean Engineering & Naval Architecture: Any;307;Technical;Ocean Engineering & Naval Architecture: Any;307
Technical;Civil Engineering: Structural Engineering and Safety;90;Technical;Civil Engineering: Surveying and Geodesy;103;Technical;Mathematics: Any;213
Technical;Aerospace Engineering: Aerodynamics;38;Technical;Aerospace Engineering: Any;37;Technical;Mechanical Engineering: Any;234
Technical;Geological Sciences: Seismology and Geothermics;132;Non-Technical;Finance;14;Non-Technical;Finance;14
Technical;Computer Science and Engineering: Machine Learning/Data Mining;113;Technical;Computer Science and Engineering: Machine Learning/Data Mining;113;Non-Technical;Any;1
Non-Technical;Consulting;7;Non-Technical;Marketing and Advertising;26;Non-Technical;Finance;14
Technical;Biotechnology: Any;46;Technical;Biotechnology: Any;46;Non-Technical;Any;1
Technical;Aerospace Engineering: Aerodynamics;38;Technical;Aerospace Engineering: Controls;40;Technical;Aerospace Engineering: Any;37
Technical;Mechanical Engineering: Power Plant and I.C. Engine;237;Technical;Mechanical Engineering: Thermodynamics and Heat Transfer;235;Technical;Mechanical Engineering: Refrigeration and Air-Conditioning;236
Technical;Mechanical Engineering: Any;234;Technical;Mechanical Engineering: Any;234;Technical;Mechanical Engineering: Any;234
Technical;chemical;;Technical;chemical;;Technical;chemical;
Technical;Mathematics: Theoretical Computer Science;224;Technical;Mathematics: Theoretical Computer Science;224;Non-Technical;Human Relations;19
Non-Technical;Consulting;7;Non-Technical;Consulting;7;Non-Technical;Consulting;7
Technical;Computer Science and Engineering: Networks;115;Technical;Computer Science and Engineering: Networks;115;Technical;Ocean Engineering & Naval Architecture: Any;307
Technical;Electronics & Electrical Communication Engineering: Any;140;Technical;Electronics & Electrical Communication Engineering: Any;140;Non-Technical;Enterpreneurship;10
Technical;Geological Sciences: Seismology and Geothermics;132;Technical;Geological Sciences: Geostatistics and Ore Deposit Modeling;129;Technical;Civil Engineering: Geotechnical Engineering;89
Technical;mining engineering;;Technical;mining engineering;;Technical;mining engineering;
Non-Technical;Government Administrations;15;Non-Technical;Consulting;7;Non-Technical;Consulting;7
Technical;IEM;;Technical;IEM;;Technical;IEM;
Technical;mechanical enineering;;Technical;mechanical enineering;;Technical;mechanical enineering;
Non-Technical;No Specific area of interest: Any;36;Technical;No Specific area of interest: Any;36;Technical;No Specific area of interest: Any;36
Non-Technical;Consulting;7;Technical;No Specific area of interest: Any;36;Non-Technical;Consulting;7
Technical;Mechanical Engineering: Any;234;Non-Technical;Any;1;Non-Technical;Business Administration;5
Technical;Biotechnology;;Technical;Biotechnology;;Technical;Biotechnology;
Technical;HSS;;Technical;HSS;;Technical;HSS;
Technical;Industrial Engineering Operations Research: Supply Chain Analysis and Inventory Planning;208;Non-Technical;Consulting;7;Non-Technical;Business Administration;5
Technical;Chemical Engineering: Process Modelling Simulation;;Technical;Chemical Engineering: Any;;Non-Technical;Any;
Technical;Mechanical;;Technical;Mechanical;;Technical;Mechanical;
Technical;Energy Science and Engineering: Geomagnetism and general Geophysics;161;Technical;Geological Sciences: Ore Petrology;128;Technical;Energy Science and Engineering: Any;141
Technical;Electronics & Electrical Communication Engineering: Any;140;Technical;Electronics & Electrical Communication Engineering: Any;140;Technical;Electronics & Electrical Communication Engineering: Any;140
Technical;chemical;;Technical;chemical;;Technical;chemical;
Technical;Computer Science and Engineering: Machine Learning/Data Mining;113;Technical;Computer Science and Engineering: Software Engineering;116;Technical;Computer Science and Engineering: Any;105
Technical;Agricultural & Food Engineering: Any;44;Technical;Agricultural & Food Engineering: Any;44;Non-Technical;Any;1
Technical;Metallurgical and Materials Engineering;;Technical;Metallurgical and Materials Engineering;;Technical;Metallurgical and Materials Engineering;
Non-Technical;Finance;14;Non-Technical;Finance;14;Non-Technical;Accounting;2
Non-Technical;Consulting;7;Non-Technical;Consulting;7;Non-Technical;Banking Finance;4
Technical;Computer Science and Engineering: Any;105;Technical;Computer Science and Engineering: Any;105;Technical;Computer Science and Engineering: Any;105
Technical;Electronics & Electrical Communication Engineering: Any;140;Technical;Electronics & Electrical Communication Engineering: Any;140;Technical;Electronics & Electrical Communication Engineering: Any;140
Technical;Computer Science and Engineering: Any;105;Technical;Computer Science and Engineering: Any;105;Technical;Computer Science and Engineering: Any;105
Technical;Civil Engineering: Any;87;Technical;Civil Engineering: Any;87;Technical;Civil Engineering: Any;87
Non-Technical;Consulting;7;Technical;No Specific area of interest: Any;36;Non-Technical;Finance;14
Technical;Chemical Engineering;;Technical;Chemical Engineering;;Technical;Chemical Engineering;
Technical;No Specific area of interest: Any;36;Non-Technical;Any;1;Technical;No Specific area of interest: Any;36
Technical;Chemical Engineering: Any;48;Technical;Chemical Engineering: Any;48;Technical;No Specific area of interest: Any;36
Technical;No Specific area of interest: Any;36;Technical;No Specific area of interest: Any;36;Technical;Computer Science and Engineering: Embedded Systems;111
Technical;Computer Science and Engineering: Software Engineering;116;Technical;Computer Science and Engineering: Any;105;Technical;Computer Science and Engineering: Any;105
Non-Technical;Business Administration;5;Non-Technical;Human Relations;19;Technical;Mechanical Engineering: Any;234
Non-Technical;Consulting;7;Technical;Biotechnology: Any;46;Non-Technical;Banking Finance;4
Technical;Geology and Geophysics;;Technical;Geology and Geophysics;;Technical;Geology and Geophysics;
Technical;Mechanical Engineering: Any;234;Technical;Mechanical Engineering: Manufacturing Processes and Systems;240;Technical;Mechanical Engineering: Any;234
Technical;Computer Science and Engineering: Software Engineering;116;Technical;Computer Science and Engineering: Any;105;Technical;Computer Science and Engineering: Any;105
Technical;Electronics & Electrical Communication Engineering: Any;140;Technical;Electronics & Electrical Communication Engineering: Any;140;Technical;Electronics & Electrical Communication Engineering: Any;140
Technical;Computer Science and Engineering: Digital Image Processing;117;Technical;Aerospace Engineering: Aerodynamics;38;Non-Technical;Legal Services;24
Technical;Metallurgical and Materials Engineering;;Technical;Metallurgical and Materials Engineering;;Technical;Metallurgical and Materials Engineering;
Technical;No Specific area of interest: Any;36;Non-Technical;Any;1;Non-Technical;Any;1
Technical;Mathematics: Statistics;223;Technical;Mathematics: Algebra;214;Technical;Mathematics: Number Theory;221
Technical;Aerospace Engineering: Structures;41;Technical;Aerospace Engineering: Structures;41;Technical;Aerospace Engineering: Any;37
Technical;Computer Science and Engineering: Software Engineering;116;Technical;Computer Science and Engineering: Software Engineering;116;Technical;Computer Science and Engineering: Software Engineering;116
Non-Technical;Any;1;Non-Technical;Any;1;Non-Technical;Any;1
Technical;No Specific area of interest: Any;36;Technical;No Specific area of interest: Any;36;Technical;No Specific area of interest: Any;36
Technical;Metallurgical Engineering and Material Science: Any;247;Non-Technical;Government Administrations;15;Non-Technical;Human Relations;19
Technical;Mechanical Engineering: Any;234;Technical;Mechanical Engineering: Any;234;Technical;Mechanical Engineering: Any;234
Non-Technical;Marketing and Advertising;26;Non-Technical;Finance;14;Non-Technical;Finance;14
Technical;No Specific area of interest: Any;36;Non-Technical;Enterpreneurship;10;Non-Technical;Market research;25
Technical;Geological Sciences: Ore Petrology;128;Non-Technical;Market research;25;Non-Technical;Market research;25
Non-Technical;Intellectual Property Management;;Non-Technical;Intellectual Property Management;;Non-Technical;Intellectual Property Management;
Technical;Civil Engineering: Surface and Ground Water Management Systems;100;Non-Technical;Journalism;22;Technical;Civil Engineering: Any;87
Technical;Energy Science and Engineering: Petroleum Geology;143;Non-Technical;Finance;14;Non-Technical;Banking Finance;4
Technical;Civil Engineering: Any;87;Technical;Civil Engineering: Environmental Geotechnology;95;Technical;Civil Engineering: Structural Engineering and Safety;90
Technical;geology&geophysics;;Technical;geology&geophysics;;Technical;geology&geophysics;
Technical;PHYSICS;;Technical;PHYSICS;;Technical;PHYSICS;
Technical;No Specific area of interest: Any;36;Technical;No Specific area of interest: Any;36;Technical;No Specific area of interest: Any;36
Technical;Geological Sciences: Any;120;Technical;Geological Sciences: Any;120;Technical;Geological Sciences: Any;120
Non-Technical;Any;1;Non-Technical;Any;1;Technical;Biotechnology: Any;46
Technical;Ocean Engineering and Naval architecture;;Technical;Ocean Engineering and Naval architecture;;Technical;Ocean Engineering and Naval architecture;
Technical;Geological Sciences: Structural Geology;122;Technical;Geological Sciences: Structural Geology;122;Technical;Geological Sciences: Structural Geology;122
Technical;Chemical;;Technical;Chemical;;Technical;Chemical;
Technical;Architecture;;Technical;Architecture;;Technical;Architecture;
Technical;Computer Science and Engineering: Cloud Computing;106;Technical;Computer Science and Engineering: Database;108;Technical;Computer Science and Engineering: Any;105
Technical;HSS;;Technical;HSS;;Technical;HSS;
Technical;Industrial Engineering Operations Research: Optimization: Models, theory and algorithms;201;Technical;Industrial Engineering and Management: Human Computer Interaction;200;Technical;No Specific area of interest: Any;36
Technical;ELECTRICAL ENGINEERING;;Technical;ELECTRICAL ENGINEERING;;Technical;ELECTRICAL ENGINEERING;
Technical;HSS;;Technical;HSS;;Technical;HSS;
Technical;HSS;;Technical;HSS;;Technical;HSS;
Technical;Industrial Engineering and Management: Any;183;Technical;Industrial Engineering and Management: Any;183;Technical;Industrial Engineering and Management: Any;183
Technical;Industrial Engineering Operations Research: Optimization: Models, theory and algorithms;201;Technical;Industrial Engineering and Management: Any;183;Technical;Industrial Engineering and Management: Any;183
Technical;Mining Engineering;;Technical;Mining Engineering;;Technical;Mining Engineering;
Technical;Civil Engineering: Any;87;Technical;Civil Engineering: Any;87;Technical;Civil Engineering: Surface and Ground Water Management Systems;100
Technical;Biotechnology;;Technical;Biotechnology;;Technical;Biotechnology;
Non-Technical;Consulting;7;Technical;Industrial Engineering Operations Research: Financial Engineering;209;Technical;Mathematics: Any;213
Technical;Civil Engineering: Surface and Ground Water Management Systems;100;Technical;Chemical Engineering: Environmental Engineering;62;Technical;Civil Engineering: Environmental Geotechnology;95
Technical;Computer Science and Engineering: Embedded Systems;111;Technical;Electronics & Electrical Communication Engineering: Any;140;Technical;No Specific area of interest: Any;36
Technical;Chemical Engineering: Any;48;Technical;Chemistry: Any;68;Technical;Medical Science and Technology: Any;225
Technical;EC Dual;;Technical;EC Dual;;Technical;EC Dual;
Technical;Electronics & Electrical Communication Engineering: Any;140;Technical;Electronics & Electrical Communication Engineering: Any;140;Non-Technical;Any;1
Technical;Electrical Engineering: Any;133;Technical;Electrical Engineering: Any;133;Technical;Electrical Engineering: Any;133
Technical;Mechanical Engineering: Thermodynamics and Heat Transfer;;Technical;Mechanical Engineering: Fluid Mechanics, CFD;;Technical;Mechanical Engineering: Fluid Mechanics, CFD;
Technical;Electronics & Electrical Communication Engineering: Any;140;Technical;Electronics & Electrical Communication Engineering: Any;140;Technical;Electronics & Electrical Communication Engineering: Any;140
Technical;No Specific area of interest: Any;36;Technical;No Specific area of interest: Any;36;Technical;Electronics & Electrical Communication Engineering: Any;140
Non-Technical;Consulting;7;Non-Technical;Business Administration;5;Non-Technical;Business Administration;5
Technical;Metallurgical and Materials Engineering;;Technical;Metallurgical and Materials Engineering;;Technical;Metallurgical and Materials Engineering;
Technical;No Specific area of interest: Any;36;Non-Technical;Any;1;Technical;Mechanical Engineering: Any;234
Technical;Mechanical Engineering: Any;234;Technical;Mechanical Engineering: Any;234;Technical;Mechanical Engineering: Any;234
Technical;Mechanical Engineering: Power Plant and I.C. Engine;237;Technical;Mechanical Engineering: Thermodynamics and Heat Transfer;235;Technical;No Specific area of interest: Any;36
Non-Technical;Business Administration;5;Non-Technical;Business Administration;5;Non-Technical;Business Administration;5
Technical;Computer Science and Engineering: Embedded Systems;111;Technical;Computer Science and Engineering: Any;105;Technical;Computer Science and Engineering: Networks;115
Technical;Mechanical Engineering: Any;;Technical;Mechanical Engineering: Thermodynamics and Heat Transfer;;Technical;Mechanical Engineering: Fluid Mechanics, CFD;
Technical;Mechanical Engineering: Any;234;Technical;Mechanical Engineering: Any;234;Technical;No Specific area of interest: Any;36
Non-Technical;Enterpreneurship;10;Non-Technical;Enterpreneurship;10;Technical;Metallurgical Engineering and Material Science: Polymers/Composites;250
Technical;Computer Science:Any;;Technical;Electrical Engineering:Any;;Technical;Electrical Engineering:Any;
Technical;Electrical Engineering: Any;133;Technical;Electrical Engineering: Any;133;Technical;Electrical Engineering: Any;133
Technical;Computer Science and Engineering: Distributed Systems;109;Technical;Computer Science and Engineering: Digital Image Processing;117;Technical;Computer Science and Engineering: Machine Learning/Data Mining;113
Technical;Computer Science and Engineering: Any;105;Technical;Computer Science and Engineering: Machine Learning/Data Mining;113;Technical;Computer Science and Engineering: Software Engineering;116
Technical;Electronics & Electrical Communication Engineering: Any;140;Technical;Electrical Engineering: Any;133;Non-Technical;Any;1
Technical;Industrial and Systems Engineering;;Technical;Industrial and Systems Engineering;;Technical;Industrial and Systems Engineering;
Technical;No Specific area of interest: Any;36;Technical;No Specific area of interest: Any;36;Technical;No Specific area of interest: Any;36
Technical;Biotechnology: Any;46;Technical;Biotechnology: Any;46;Technical;No Specific area of interest: Any;36
Technical;Computer Science and Engineering: Software Engineering;116;Technical;Computer Science and Engineering: Software Engineering;116;Technical;Computer Science and Engineering: Digital Image Processing;117
Technical;Mechanical Engineering: Thermodynamics and Heat Transfer;;Technical;Mechanical Engineering: Fluid Mechanics, CFD;;Technical;Mechanical Engineering: MEMS;
Technical;Mechanical Engineering: CAD-CAM Robotics,Artificial Intelligence;239;Technical;Mechanical Engineering: CAD-CAM Robotics,Artificial Intelligence;239;Technical;Computer Science and Engineering: Embedded Systems;111
Technical;Agricultural & Food Engineering: Any;44;Technical;Chemical Engineering: Bioprocess Engineering and Food Engineering;63;Technical;Agricultural & Food Engineering: Any;44
Technical;Electronics & Electrical Communication Engineering: Any;140;Technical;Electronics & Electrical Communication Engineering: Any;140;Technical;Electronics & Electrical Communication Engineering: Any;140
Technical;Electronics & Electrical Communication Engineering: Any;140;Technical;Electronics & Electrical Communication Engineering: Any;140;Technical;Electronics & Electrical Communication Engineering: Any;140
Technical;Physics: Semiconductor Nanomaterials;267;Technical;Engineering Physics: Semiconductor Nanomaterials;286;Technical;Physics: Nano Scale Physics;269
Technical;Geological Sciences: Petrology;123;Technical;Geological Sciences: Petrology;123;Technical;Geological Sciences: Petrology;123
Technical;Mechanical Engineering: Any;234;Technical;Mechanical Engineering: Any;234;Technical;Mechanical Engineering: Any;234
Technical;Electronics and Electrical Communication Engineering;;Technical;Electronics and Electrical Communication Engineering;;Technical;Electronics and Electrical Communication Engineering;
Technical;MATHEMATICS;;Technical;MATHEMATICS;;Technical;MATHEMATICS;
Technical;Mining;;Technical;Mining;;Technical;Mining;
Technical;Biotechnology: Any;46;Technical;Biotechnology: Any;46;Technical;Chemical Engineering: Environmental Engineering;62
Technical;Chemistry: Any;68;Technical;Chemistry: Any;68;Technical;Chemistry: Polymer Chemistry;77
Technical;Geological Sciences: Ore Petrology;128;Technical;Energy Science and Engineering: Geomagnetism and general Geophysics;161;Non-Technical;Any;1
Technical;Mechanical Engineering: Manufacturing Processes and Systems;;Technical;Mechanical Engineering: Manufacturing Processes and Systems;;Technical;Industrial Engineering Operations Research: Optimization, Planning and Control i;
Technical;mechanical;;Technical;mechanical;;Technical;mechanical;
Technical;No Specific area of interest: Any;36;Non-Technical;Any;1;Non-Technical;Any;1
Technical;Industrial Engineering and Management: Product Design;185;Technical;Mechanical Engineering: Manufacturing Processes and Systems;240;Technical;Mathematics: Differential Equations;217
Non-Technical;Banking Finance;4;Non-Technical;Banking Finance;4;Non-Technical;Banking Finance;4
Technical;mechanical engineering;;Technical;mechanical engineering;;Technical;mechanical engineering;
Non-Technical;International Business;21;Technical;Industrial Engineering Operations Research: Financial Engineering;209;Non-Technical;Business Administration;5
Technical;e & ece;;Technical;e & ece;;Technical;e & ece;
Technical;Mechanical;;Technical;Mechanical;;Technical;Mechanical;
Technical;Biotechnology: Any;46;Technical;Biotechnology: Any;46;Non-Technical;Any;1
Technical;No Specific area of interest: Any;36;Technical;Computer Science and Engineering: Any;105;Non-Technical;Enterpreneurship;10
Technical;Electrical Engineering;;Technical;Electrical Engineering;;Technical;Electrical Engineering;
Technical;Mathematics: Any;213;Technical;Mathematics: Any;213;Technical;Mathematics: Statistics;223
Non-Technical;Enterpreneurship;10;Non-Technical;Enterpreneurship;10;Non-Technical;Business Administration;5
Non-Technical;Mechanical Engineering: Manufacturing Processes and Systems;240;Non-Technical;Consulting;7;Technical;Mechanical Engineering: Any;234
Technical;mechanical engineering;;Technical;mechanical engineering;;Technical;mechanical engineering;
Technical;No Specific area of interest: Any;36;Technical;No Specific area of interest: Any;36;Non-Technical;Any;1
Technical;GEOLOGY AND GEOPHYSICS;;Technical;GEOLOGY AND GEOPHYSICS;;Technical;GEOLOGY AND GEOPHYSICS;
Technical;civil engineering;;Technical;civil engineering;;Technical;civil engineering;
Non-Technical;Any;1;Technical;Humanities and Social Sciences: Any;166;Non-Technical;Any;1
