1;Technical;E&ECE;;Technical;E&ECE;;Technical;E&ECE;
66;Non-Technical;Finance;;Technical;Electronics & Electrical Communication Engineering: Any;;Non-Technical;Any;
67;Technical;Mining;;Technical;Mining;;Technical;Mining;
68;Non-Technical;Business Administration;;Non-Technical;Consulting;;Non-Technical;Marketing and Advertising;
69;Technical;Civil Engineering: Structural Engineering and Safety;;Technical;No Specific area of interest: Any;;Non-Technical;Any;
70;Technical;Electrical Engineering: Any;;Non-Technical;Any;;Technical;Electrical Engineering: Any;
71;Technical;HSS;;Technical;HSS;;Technical;HSS;
72;Technical;Mechanical Engineering: Manufacturing Processes and Systems;;Technical;Metallurgical Engineering and Material Science: Thin Films/Semiconductors;;Technical;Metallurgical Engineering and Material Science: Surface Engineering/Corrosion;
73;Technical;CSE;;Technical;CSE;;Technical;CSE;
74;Technical;Civil Engineering: Any;;Technical;Civil Engineering: Any;;Technical;Civil Engineering: Any;
75;Technical;Civil Engineering: Any;;Technical;Civil Engineering: Any;;Technical;Civil Engineering: Structural Engineering and Safety;
76;Non-Technical;Finance;;Non-Technical;Finance;;Non-Technical;Finance;
77;Technical;Industrial & Systems Engineering;;Technical;Industrial & Systems Engineering;;Technical;Industrial & Systems Engineering;
78;Technical;agricultural and food engineering;;Technical;agricultural and food engineering;;Technical;agricultural and food engineering;
79;Technical;Aerospace Engineering;;Technical;Aerospace Engineering;;Technical;Aerospace Engineering;
80;Technical;Civil Engineering: Structural Engineering and Safety;;Technical;Civil Engineering: Computational Mechanics;;Technical;Civil Engineering: Any;
81;Technical;Computer Science and Engineering: Any;;Technical;Computer Science and Engineering: Machine Learning/Data Mining;;Technical;Computer Science and Engineering: Any;
82;Technical;Geological Sciences: Any;;Technical;Geological Sciences: Any;;Technical;Geological Sciences: Any;
83;Technical;Electrical Engineering: Communication and Signal Processing;;Technical;Computer Science and Engineering: Machine Learning/Data Mining;;Technical;Computer Science and Engineering: Digital Image Processing;
84;Technical;Physics: Any;;Technical;Physics: Any;;Technical;Physics: Any;
85;Technical;Electrical Engineering: Communication and Signal Processing;;Technical;Electronics & Electrical Communication Engineering: Any;;Non-Technical;Sports;
86;Technical;Geological Sciences: Structural Geology;;Technical;Geological Sciences: Seismology and Geothermics;;Technical;Geological Sciences: Ore Petrology;
87;Technical;No Specific area of interest: Any;;Technical;No Specific area of interest: Any;;Technical;No Specific area of interest: Any;
88;Non-Technical;Any;;Non-Technical;Any;;Technical;No Specific area of interest: Any;
89;Technical;Biotechnology: Any;;Non-Technical;Business Administration;;Non-Technical;Human Relations;
90;Non-Technical;Writing and Editing;;Technical;No Specific area of interest: Any;;Non-Technical;Any;
91;Technical;Chemical Engineering: Any;;Technical;Chemical Engineering: Any;;Technical;No Specific area of interest: Any;
92;Technical;Mathematics;;Technical;Mathematics;;Technical;Mathematics;
93;Technical;Mechanical engineering;;Technical;Mechanical engineering;;Technical;Mechanical engineering;
94;Non-Technical;Finance;;Technical;Industrial Engineering Operations Research: Financial Engineering;;Non-Technical;Banking Finance;
95;Technical;Aerospace Engineering: Structures;;Technical;Aerospace Engineering: Any;;Technical;Aerospace Engineering: Any;
96;Technical;OE & NA;;Technical;OE & NA;;Technical;OE & NA;
97;Technical;Computer Science and Engineering: Digital Image Processing;;Non-Technical;Any;;Technical;Agricultural & Food Engineering: Any;
98;Technical;IM;;Technical;IM;;Technical;IM;
99;Technical;Ocean Engineering & Naval Architecture: Any;;Technical;Ocean Engineering & Naval Architecture: Any;;Technical;Ocean Engineering & Naval Architecture: Any;
100;Technical;Civil Engineering: Structural Engineering and Safety;;Technical;Civil Engineering: Surveying and Geodesy;;Technical;Mathematics: Any;
101;Technical;Aerospace Engineering: Aerodynamics;;Technical;Aerospace Engineering: Any;;Technical;Mechanical Engineering: Any;
102;Technical;Geological Sciences: Seismology and Geothermics;;Non-Technical;Finance;;Non-Technical;Finance;
103;Technical;Computer Science and Engineering: Machine Learning/Data Mining;;Technical;Computer Science and Engineering: Machine Learning/Data Mining;;Non-Technical;Any;
104;Non-Technical;Consulting;;Non-Technical;Marketing and Advertising;;Non-Technical;Finance;
105;Technical;Biotechnology: Any;;Technical;Biotechnology: Any;;Non-Technical;Any;
106;Technical;Aerospace Engineering: Aerodynamics;;Technical;Aerospace Engineering: Controls;;Technical;Aerospace Engineering: Any;
107;Technical;Mechanical Engineering: Power Plant and I.C. Engine;;Technical;Mechanical Engineering: Thermodynamics and Heat Transfer;;Technical;Mechanical Engineering: Refrigeration and Air-Conditioning;
108;Technical;Mechanical Engineering: Any;;Technical;Mechanical Engineering: Any;;Technical;Mechanical Engineering: Any;
109;Technical;chemical;;Technical;chemical;;Technical;chemical;
110;Technical;Mathematics: Theoretical Computer Science;;Technical;Mathematics: Theoretical Computer Science;;Non-Technical;Human Relations;
111;Non-Technical;Consulting;;Non-Technical;Consulting;;Non-Technical;Consulting;
112;Technical;Computer Science and Engineering: Networks;;Technical;Computer Science and Engineering: Networks;;Technical;Ocean Engineering & Naval Architecture: Any;
113;Technical;Electronics & Electrical Communication Engineering: Any;;Technical;Electronics & Electrical Communication Engineering: Any;;Non-Technical;Enterpreneurship;
114;Technical;Geological Sciences: Seismology and Geothermics;;Technical;Geological Sciences: Geostatistics and Ore Deposit Modeling;;Technical;Civil Engineering: Geotechnical Engineering;
115;Technical;mining engineering;;Technical;mining engineering;;Technical;mining engineering;
116;Non-Technical;Government Administrations;;Non-Technical;Consulting;;Non-Technical;Consulting;
117;Technical;IEM;;Technical;IEM;;Technical;IEM;
118;Technical;mechanical enineering;;Technical;mechanical enineering;;Technical;mechanical enineering;
119;Non-Technical;No Specific area of interest: Any;;Technical;No Specific area of interest: Any;;Technical;No Specific area of interest: Any;
120;Non-Technical;Consulting;;Technical;No Specific area of interest: Any;;Non-Technical;Consulting;
121;Technical;Mechanical Engineering: Any;;Non-Technical;Any;;Non-Technical;Business Administration;
122;Technical;Biotechnology;;Technical;Biotechnology;;Technical;Biotechnology;
123;Technical;HSS;;Technical;HSS;;Technical;HSS;
124;Technical;Industrial Engineering Operations Research: Supply Chain Analysis and Inventory Planning;;Non-Technical;Consulting;;Non-Technical;Business Administration;
125;Technical;Chemical Engineering: Process Modelling Simulation;;Technical;Chemical Engineering: Any;;Non-Technical;Any;
126;Technical;Mechanical;;Technical;Mechanical;;Technical;Mechanical;
127;Technical;Energy Science and Engineering: Geomagnetism and general Geophysics;;Technical;Geological Sciences: Ore Petrology;;Technical;Energy Science and Engineering: Any;
128;Technical;Electronics & Electrical Communication Engineering: Any;;Technical;Electronics & Electrical Communication Engineering: Any;;Technical;Electronics & Electrical Communication Engineering: Any;
129;Technical;chemical;;Technical;chemical;;Technical;chemical;
130;Technical;Computer Science and Engineering: Machine Learning/Data Mining;;Technical;Computer Science and Engineering: Software Engineering;;Technical;Computer Science and Engineering: Any;
131;Technical;Agricultural & Food Engineering: Any;;Technical;Agricultural & Food Engineering: Any;;Non-Technical;Any;
132;Technical;Metallurgical and Materials Engineering;;Technical;Metallurgical and Materials Engineering;;Technical;Metallurgical and Materials Engineering;
133;Non-Technical;Finance;;Non-Technical;Finance;;Non-Technical;Accounting;
134;Non-Technical;Consulting;;Non-Technical;Consulting;;Non-Technical;Banking Finance;
135;Technical;Computer Science and Engineering: Any;;Technical;Computer Science and Engineering: Any;;Technical;Computer Science and Engineering: Any;
136;Technical;Electronics & Electrical Communication Engineering: Any;;Technical;Electronics & Electrical Communication Engineering: Any;;Technical;Electronics & Electrical Communication Engineering: Any;
137;Technical;Computer Science and Engineering: Any;;Technical;Computer Science and Engineering: Any;;Technical;Computer Science and Engineering: Any;
138;Technical;Civil Engineering: Any;;Technical;Civil Engineering: Any;;Technical;Civil Engineering: Any;
139;Non-Technical;Consulting;;Technical;No Specific area of interest: Any;;Non-Technical;Finance;
140;Technical;Chemical Engineering;;Technical;Chemical Engineering;;Technical;Chemical Engineering;
141;Technical;No Specific area of interest: Any;;Non-Technical;Any;;Technical;No Specific area of interest: Any;
142;Technical;Chemical Engineering: Any;;Technical;Chemical Engineering: Any;;Technical;No Specific area of interest: Any;
143;Technical;No Specific area of interest: Any;;Technical;No Specific area of interest: Any;;Technical;Computer Science and Engineering: Embedded Systems;
144;Technical;Computer Science and Engineering: Software Engineering;;Technical;Computer Science and Engineering: Any;;Technical;Computer Science and Engineering: Any;
145;Non-Technical;Business Administration;;Non-Technical;Human Relations;;Technical;Mechanical Engineering: Any;
146;Non-Technical;Consulting;;Technical;Biotechnology: Any;;Non-Technical;Banking Finance;
147;Technical;Geology and Geophysics;;Technical;Geology and Geophysics;;Technical;Geology and Geophysics;
148;Technical;Mechanical Engineering: Any;;Technical;Mechanical Engineering: Manufacturing Processes and Systems;;Technical;Mechanical Engineering: Any;
149;Technical;Computer Science and Engineering: Software Engineering;;Technical;Computer Science and Engineering: Any;;Technical;Computer Science and Engineering: Any;
150;Technical;Electronics & Electrical Communication Engineering: Any;;Technical;Electronics & Electrical Communication Engineering: Any;;Technical;Electronics & Electrical Communication Engineering: Any;
151;Technical;Computer Science and Engineering: Digital Image Processing;;Technical;Aerospace Engineering: Aerodynamics;;Non-Technical;Legal Services;
152;Technical;Metallurgical and Materials Engineering;;Technical;Metallurgical and Materials Engineering;;Technical;Metallurgical and Materials Engineering;
153;Technical;No Specific area of interest: Any;;Non-Technical;Any;;Non-Technical;Any;
154;Technical;Mathematics: Statistics;;Technical;Mathematics: Algebra;;Technical;Mathematics: Number Theory;
155;Technical;Aerospace Engineering: Structures;;Technical;Aerospace Engineering: Structures;;Technical;Aerospace Engineering: Any;
156;Technical;Computer Science and Engineering: Software Engineering;;Technical;Computer Science and Engineering: Software Engineering;;Technical;Computer Science and Engineering: Software Engineering;
157;Non-Technical;Any;;Non-Technical;Any;;Non-Technical;Any;
158;Technical;No Specific area of interest: Any;;Technical;No Specific area of interest: Any;;Technical;No Specific area of interest: Any;
159;Technical;Metallurgical Engineering and Material Science: Any;;Non-Technical;Government Administrations;;Non-Technical;Human Relations;
160;Technical;Mechanical Engineering: Any;;Technical;Mechanical Engineering: Any;;Technical;Mechanical Engineering: Any;
161;Non-Technical;Marketing and Advertising;;Non-Technical;Finance;;Non-Technical;Finance;
162;Technical;No Specific area of interest: Any;;Non-Technical;Enterpreneurship;;Non-Technical;Market research;
163;Technical;Geological Sciences: Ore Petrology;;Non-Technical;Market research;;Non-Technical;Market research;
164;Non-Technical;Intellectual Property Management;;Non-Technical;Intellectual Property Management;;Non-Technical;Intellectual Property Management;
165;Technical;Civil Engineering: Surface and Ground Water Management Systems;;Non-Technical;Journalism;;Technical;Civil Engineering: Any;
166;Technical;Energy Science and Engineering: Petroleum Geology;;Non-Technical;Finance;;Non-Technical;Banking Finance;
167;Technical;Civil Engineering: Any;;Technical;Civil Engineering: Environmental Geotechnology;;Technical;Civil Engineering: Structural Engineering and Safety;
168;Technical;geology&geophysics;;Technical;geology&geophysics;;Technical;geology&geophysics;
169;Technical;PHYSICS;;Technical;PHYSICS;;Technical;PHYSICS;
170;Technical;No Specific area of interest: Any;;Technical;No Specific area of interest: Any;;Technical;No Specific area of interest: Any;
171;Technical;Geological Sciences: Any;;Technical;Geological Sciences: Any;;Technical;Geological Sciences: Any;
172;Non-Technical;Any;;Non-Technical;Any;;Technical;Biotechnology: Any;
173;Technical;Ocean Engineering and Naval architecture;;Technical;Ocean Engineering and Naval architecture;;Technical;Ocean Engineering and Naval architecture;
174;Technical;Geological Sciences: Structural Geology;;Technical;Geological Sciences: Structural Geology;;Technical;Geological Sciences: Structural Geology;
175;Technical;Chemical;;Technical;Chemical;;Technical;Chemical;
176;Technical;Architecture;;Technical;Architecture;;Technical;Architecture;
177;Technical;Computer Science and Engineering: Cloud Computing;;Technical;Computer Science and Engineering: Database;;Technical;Computer Science and Engineering: Any;
178;Technical;HSS;;Technical;HSS;;Technical;HSS;
179;Technical;Industrial Engineering Operations Research: Optimization: Models, theory and algorithms;;Technical;Industrial Engineering and Management: Human Computer Interaction;;Technical;No Specific area of interest: Any;
180;Technical;ELECTRICAL ENGINEERING;;Technical;ELECTRICAL ENGINEERING;;Technical;ELECTRICAL ENGINEERING;
181;Technical;HSS;;Technical;HSS;;Technical;HSS;
182;Technical;HSS;;Technical;HSS;;Technical;HSS;
183;Technical;Industrial Engineering and Management: Any;;Technical;Industrial Engineering and Management: Any;;Technical;Industrial Engineering and Management: Any;
184;Technical;Industrial Engineering Operations Research: Optimization: Models, theory and algorithms;;Technical;Industrial Engineering and Management: Any;;Technical;Industrial Engineering and Management: Any;
185;Technical;Mining Engineering;;Technical;Mining Engineering;;Technical;Mining Engineering;
186;Technical;Civil Engineering: Any;;Technical;Civil Engineering: Any;;Technical;Civil Engineering: Surface and Ground Water Management Systems;
187;Technical;Biotechnology;;Technical;Biotechnology;;Technical;Biotechnology;
188;Non-Technical;Consulting;;Technical;Industrial Engineering Operations Research: Financial Engineering;;Technical;Mathematics: Any;
189;Technical;Civil Engineering: Surface and Ground Water Management Systems;;Technical;Chemical Engineering: Environmental Engineering;;Technical;Civil Engineering: Environmental Geotechnology;
190;Technical;Computer Science and Engineering: Embedded Systems;;Technical;Electronics & Electrical Communication Engineering: Any;;Technical;No Specific area of interest: Any;
191;Technical;Chemical Engineering: Any;;Technical;Chemistry: Any;;Technical;Medical Science and Technology: Any;
192;Technical;EC Dual;;Technical;EC Dual;;Technical;EC Dual;
193;Technical;Electronics & Electrical Communication Engineering: Any;;Technical;Electronics & Electrical Communication Engineering: Any;;Non-Technical;Any;
194;Technical;Electrical Engineering: Any;;Technical;Electrical Engineering: Any;;Technical;Electrical Engineering: Any;
195;Technical;Mechanical Engineering: Thermodynamics and Heat Transfer;;Technical;Mechanical Engineering: Fluid Mechanics, CFD;;Technical;Mechanical Engineering: Fluid Mechanics, CFD;
196;Technical;Electronics & Electrical Communication Engineering: Any;;Technical;Electronics & Electrical Communication Engineering: Any;;Technical;Electronics & Electrical Communication Engineering: Any;
197;Technical;No Specific area of interest: Any;;Technical;No Specific area of interest: Any;;Technical;Electronics & Electrical Communication Engineering: Any;
198;Non-Technical;Consulting;;Non-Technical;Business Administration;;Non-Technical;Business Administration;
199;Technical;Metallurgical and Materials Engineering;;Technical;Metallurgical and Materials Engineering;;Technical;Metallurgical and Materials Engineering;
200;Technical;No Specific area of interest: Any;;Non-Technical;Any;;Technical;Mechanical Engineering: Any;
201;Technical;Mechanical Engineering: Any;;Technical;Mechanical Engineering: Any;;Technical;Mechanical Engineering: Any;
202;Technical;Mechanical Engineering: Power Plant and I.C. Engine;;Technical;Mechanical Engineering: Thermodynamics and Heat Transfer;;Technical;No Specific area of interest: Any;
203;Non-Technical;Business Administration;;Non-Technical;Business Administration;;Non-Technical;Business Administration;
204;Technical;Computer Science and Engineering: Embedded Systems;;Technical;Computer Science and Engineering: Any;;Technical;Computer Science and Engineering: Networks;
205;Technical;Mechanical Engineering: Any;;Technical;Mechanical Engineering: Thermodynamics and Heat Transfer;;Technical;Mechanical Engineering: Fluid Mechanics, CFD;
206;Technical;Mechanical Engineering: Any;;Technical;Mechanical Engineering: Any;;Technical;No Specific area of interest: Any;
207;Non-Technical;Enterpreneurship;;Non-Technical;Enterpreneurship;;Technical;Metallurgical Engineering and Material Science: Polymers/Composites;
208;Technical;Computer Science:Any;;Technical;Electrical Engineering:Any;;Technical;Electrical Engineering:Any;
209;Technical;Electrical Engineering: Any;;Technical;Electrical Engineering: Any;;Technical;Electrical Engineering: Any;
210;Technical;Computer Science and Engineering: Distributed Systems;;Technical;Computer Science and Engineering: Digital Image Processing;;Technical;Computer Science and Engineering: Machine Learning/Data Mining;
211;Technical;Computer Science and Engineering: Any;;Technical;Computer Science and Engineering: Machine Learning/Data Mining;;Technical;Computer Science and Engineering: Software Engineering;
212;Technical;Electronics & Electrical Communication Engineering: Any;;Technical;Electrical Engineering: Any;;Non-Technical;Any;
213;Technical;Industrial and Systems Engineering;;Technical;Industrial and Systems Engineering;;Technical;Industrial and Systems Engineering;
214;Technical;No Specific area of interest: Any;;Technical;No Specific area of interest: Any;;Technical;No Specific area of interest: Any;
215;Technical;Biotechnology: Any;;Technical;Biotechnology: Any;;Technical;No Specific area of interest: Any;
216;Technical;Computer Science and Engineering: Software Engineering;;Technical;Computer Science and Engineering: Software Engineering;;Technical;Computer Science and Engineering: Digital Image Processing;
217;Technical;Mechanical Engineering: Thermodynamics and Heat Transfer;;Technical;Mechanical Engineering: Fluid Mechanics, CFD;;Technical;Mechanical Engineering: MEMS;
218;Technical;Mechanical Engineering: CAD-CAM Robotics,Artificial Intelligence;;Technical;Mechanical Engineering: CAD-CAM Robotics,Artificial Intelligence;;Technical;Computer Science and Engineering: Embedded Systems;
219;Technical;Agricultural & Food Engineering: Any;;Technical;Chemical Engineering: Bioprocess Engineering and Food Engineering;;Technical;Agricultural & Food Engineering: Any;
220;Technical;Electronics & Electrical Communication Engineering: Any;;Technical;Electronics & Electrical Communication Engineering: Any;;Technical;Electronics & Electrical Communication Engineering: Any;
221;Technical;Electronics & Electrical Communication Engineering: Any;;Technical;Electronics & Electrical Communication Engineering: Any;;Technical;Electronics & Electrical Communication Engineering: Any;
222;Technical;Physics: Semiconductor Nanomaterials;;Technical;Engineering Physics: Semiconductor Nanomaterials;;Technical;Physics: Nano Scale Physics;
223;Technical;Geological Sciences: Petrology;;Technical;Geological Sciences: Petrology;;Technical;Geological Sciences: Petrology;
224;Technical;Mechanical Engineering: Any;;Technical;Mechanical Engineering: Any;;Technical;Mechanical Engineering: Any;
225;Technical;Electronics and Electrical Communication Engineering;;Technical;Electronics and Electrical Communication Engineering;;Technical;Electronics and Electrical Communication Engineering;
226;Technical;MATHEMATICS;;Technical;MATHEMATICS;;Technical;MATHEMATICS;
227;Technical;Mining;;Technical;Mining;;Technical;Mining;
228;Technical;Biotechnology: Any;;Technical;Biotechnology: Any;;Technical;Chemical Engineering: Environmental Engineering;
229;Technical;Chemistry: Any;;Technical;Chemistry: Any;;Technical;Chemistry: Polymer Chemistry;
230;Technical;Geological Sciences: Ore Petrology;;Technical;Energy Science and Engineering: Geomagnetism and general Geophysics;;Non-Technical;Any;
231;Technical;Mechanical Engineering: Manufacturing Processes and Systems;;Technical;Mechanical Engineering: Manufacturing Processes and Systems;;Technical;Industrial Engineering Operations Research: Optimization, Planning and Control i;
232;Technical;mechanical;;Technical;mechanical;;Technical;mechanical;
233;Technical;No Specific area of interest: Any;;Non-Technical;Any;;Non-Technical;Any;
234;Technical;Industrial Engineering and Management: Product Design;;Technical;Mechanical Engineering: Manufacturing Processes and Systems;;Technical;Mathematics: Differential Equations;
235;Non-Technical;Banking Finance;;Non-Technical;Banking Finance;;Non-Technical;Banking Finance;
236;Technical;mechanical engineering;;Technical;mechanical engineering;;Technical;mechanical engineering;
237;Non-Technical;International Business;;Technical;Industrial Engineering Operations Research: Financial Engineering;;Non-Technical;Business Administration;
238;Technical;e & ece;;Technical;e & ece;;Technical;e & ece;
239;Technical;Mechanical;;Technical;Mechanical;;Technical;Mechanical;
240;Technical;Biotechnology: Any;;Technical;Biotechnology: Any;;Non-Technical;Any;
241;Technical;No Specific area of interest: Any;;Technical;Computer Science and Engineering: Any;;Non-Technical;Enterpreneurship;
242;Technical;Electrical Engineering;;Technical;Electrical Engineering;;Technical;Electrical Engineering;
243;Technical;Mathematics: Any;;Technical;Mathematics: Any;;Technical;Mathematics: Statistics;
244;Non-Technical;Enterpreneurship;;Non-Technical;Enterpreneurship;;Non-Technical;Business Administration;
245;Non-Technical;Mechanical Engineering: Manufacturing Processes and Systems;;Non-Technical;Consulting;;Technical;Mechanical Engineering: Any;
246;Technical;mechanical engineering;;Technical;mechanical engineering;;Technical;mechanical engineering;
247;Technical;No Specific area of interest: Any;;Technical;No Specific area of interest: Any;;Non-Technical;Any;
248;Technical;GEOLOGY AND GEOPHYSICS;;Technical;GEOLOGY AND GEOPHYSICS;;Technical;GEOLOGY AND GEOPHYSICS;
249;Technical;civil engineering;;Technical;civil engineering;;Technical;civil engineering;
250;Non-Technical;Any;;Technical;Humanities and Social Sciences: Any;;Non-Technical;Any;
